match_id,venue,match_date,match_type,season,pre_temp_avg,pre_humidity_avg,pre_pressure_avg,pre_wind_speed_avg,pre_cloud_cover_avg,pre_rainfall_total,pre_visibility_avg,start_temp,start_humidity,start_pressure,start_wind_speed,start_cloud_cover,start_rainfall,match_temp_avg,match_humidity_avg,match_rainfall_total,match_cloud_avg,match_wind_avg,pitch_condition,match_outcome,play_possible
279,Karachi (National Stadium),2016-09-16,Test,monsoon,33.37,67.82,1019.98,6.24,42.47,0.0,15.44,36.83,60.58,1021.08,4.07,25.62,0.0,37.92,60.43,12.43,47.1,4.8,Humid/Swing,Completed,1
280,Kolkata (Eden Gardens),2020-04-23,T20,summer,35.1,70.53,1008.21,2.62,41.67,0.0,14.63,38.85,70.87,1007.08,3.74,39.52,0.0,40.11,66.02,12.9,38.63,1.76,Humid/Swing,Completed,1
281,Chennai (Chepauk),2021-04-29,Test,summer,30.38,76.74,1018.15,17.05,51.42,0.0,14.24,34.47,66.94,1016.63,19.65,9.25,0.0,36.5,66.18,13.5,44.12,16.43,Humid/Swing,Completed,1
282,MCG (Melbourne),2022-11-05,ODI,monsoon,17.26,60.06,1013.96,25.64,51.43,10.18,14.03,20.18,65.14,1017.76,25.72,47.35,0.0,22.76,52.79,8.03,44.94,26.46,Flat/Batting,Rain Interrupted,0
283,Lords (London),2016-11-18,T20,monsoon,8.8,75.36,1009.49,1.93,58.13,22.31,11.0,12.71,69.16,1011.03,3.8,38.96,0.0,14.52,68.02,7.86,60.83,0.85,Humid/Swing,Rain Interrupted,0
284,Karachi (National Stadium),2023-05-22,T20,summer,30.06,65.1,1015.01,11.02,43.1,13.37,12.95,32.27,72.38,1016.12,12.17,23.14,0.0,36.27,59.03,11.24,30.89,10.62,Humid/Swing,Rain Interrupted,0
285,Chennai (Chepauk),2023-09-21,Test,monsoon,27.16,73.22,1001.1,12.52,27.26,0.0,14.9,28.41,71.75,1000.16,12.02,80.51,0.0,32.62,67.66,36.34,32.25,11.2,Humid/Swing,Rain Interrupted,0
286,Bengaluru (Chinnaswamy),2016-03-18,T20,monsoon,16.89,62.73,1011.64,32.55,38.01,0.0,16.4,19.87,58.95,1015.73,33.55,67.18,0.0,21.7,54.42,5.05,43.01,31.85,Flat/Batting,Completed,1
287,Mumbai (Wankhede),2018-07-01,T20,monsoon,24.1,78.98,1013.78,3.34,49.76,10.93,10.8,28.29,66.67,1013.19,5.01,81.64,6.44,29.8,71.72,11.68,63.16,4.91,Humid/Swing,Rain Interrupted,0
288,Bridgetown (Kensington Oval),2019-03-18,ODI,monsoon,26.22,81.24,1008.44,10.38,27.24,0.17,13.19,25.48,79.73,1004.56,11.96,40.53,0.0,31.11,77.71,7.7,50.65,9.7,Humid/Swing,Completed,1
289,Cape Town (Newlands),2017-03-23,Test,monsoon,19.19,62.48,1012.58,18.61,30.31,0.0,15.83,20.95,50.13,1008.13,15.58,46.82,0.0,24.52,48.88,0.0,32.96,18.66,Flat/Batting,Completed,1
290,Karachi (National Stadium),2022-09-29,T20,monsoon,26.0,68.19,1011.04,1.06,47.62,3.86,14.23,29.74,68.39,1013.6,0.92,26.14,0.0,30.41,62.58,8.74,45.33,1.43,Humid/Swing,Rain Interrupted,0
291,Delhi (Feroz Shah Kotla),2016-02-22,T20,winter,3.31,50.35,1029.62,5.69,38.9,0.0,17.28,6.43,50.83,1029.99,3.94,36.67,0.0,8.45,41.34,0.91,38.65,4.02,Flat/Batting,Completed,1
292,Bengaluru (Chinnaswamy),2024-07-14,T20,monsoon,18.65,62.49,1001.39,7.85,41.37,0.0,15.34,20.1,60.97,1002.26,11.24,33.6,0.0,24.47,53.75,0.0,40.8,8.7,Flat/Batting,Completed,1
293,Karachi (National Stadium),2024-01-13,Test,winter,18.14,69.56,1015.87,1.18,58.91,0.0,15.47,22.07,61.59,1013.94,2.91,57.93,0.0,22.93,61.59,12.43,35.86,2.24,Humid/Swing,Completed,1
294,Karachi (National Stadium),2023-10-11,Test,monsoon,28.01,68.15,1020.89,1.23,51.72,0.0,14.81,31.67,66.44,1022.12,0.0,15.95,0.0,32.86,61.89,0.0,49.97,1.63,Humid/Swing,Completed,1
295,Lords (London),2020-12-22,ODI,winter,0.86,77.02,1002.5,3.32,48.35,12.59,11.0,3.01,77.57,1003.01,4.69,53.63,0.0,6.18,67.75,30.76,62.49,2.29,Wet/Green,Abandoned,0
296,Bridgetown (Kensington Oval),2019-02-26,Test,winter,24.24,80.21,1004.7,14.23,37.85,0.0,13.5,24.83,81.86,1004.91,13.03,14.8,0.0,29.39,74.01,0.0,40.36,12.66,Humid/Swing,Completed,1
297,SCG (Sydney),2022-04-06,ODI,monsoon,17.85,65.65,1016.94,6.72,36.61,0.0,15.87,21.92,56.52,1014.17,3.02,54.91,0.0,22.5,58.42,10.86,34.53,7.19,Humid/Swing,Completed,1
298,Mumbai (Wankhede),2024-07-11,ODI,monsoon,27.15,77.88,1024.32,18.78,56.46,25.97,9.78,31.06,79.5,1021.31,26.66,35.75,0.0,33.28,71.24,2.85,61.03,20.53,Humid/Swing,Rain Interrupted,0
299,MCG (Melbourne),2016-03-08,ODI,monsoon,17.8,56.47,1015.9,7.81,27.66,0.0,16.97,18.99,55.42,1018.32,5.98,40.93,0.0,23.31,49.89,0.0,36.58,6.08,Flat/Batting,Completed,1
300,Lords (London),2022-02-16,ODI,winter,0.17,75.98,1019.6,2.35,62.88,9.65,10.84,3.68,74.04,1020.88,2.37,65.49,0.0,6.76,69.88,48.86,61.47,1.66,Humid/Swing,Abandoned,0
301,Cape Town (Newlands),2016-09-18,ODI,monsoon,18.3,58.68,1004.72,62.03,64.62,2.63,15.35,19.01,55.88,1007.82,61.44,59.04,0.0,24.45,48.17,2.35,36.02,58.96,Flat/Batting,Completed,1
302,Kolkata (Eden Gardens),2023-03-25,T20,monsoon,31.97,74.68,1010.97,1.28,46.09,6.97,12.64,33.06,71.67,1007.59,1.27,43.09,0.0,37.04,63.04,4.62,46.43,1.98,Humid/Swing,Completed,1
303,Bridgetown (Kensington Oval),2018-01-11,T20,winter,25.24,84.07,1006.56,0.79,28.9,0.29,14.22,26.85,76.55,1006.08,2.56,62.88,0.0,30.29,74.36,6.0,37.36,1.39,Humid/Swing,Completed,1
304,SCG (Sydney),2023-09-08,ODI,monsoon,18.92,60.62,1001.21,15.59,36.75,0.0,16.13,22.35,61.49,1003.65,10.91,35.92,0.0,23.96,56.07,0.0,42.81,12.81,Flat/Batting,Completed,1
305,MCG (Melbourne),2019-11-20,T20,monsoon,14.38,60.8,1019.94,38.42,25.76,12.08,13.01,15.43,51.14,1015.63,34.23,87.14,0.0,18.57,50.96,0.0,58.19,34.18,Wet/Green,Completed,1
306,Karachi (National Stadium),2018-01-04,ODI,winter,22.49,71.39,1011.35,35.52,30.76,0.0,15.45,27.09,67.61,1010.99,38.49,46.17,0.0,27.71,63.87,0.0,32.7,37.33,Humid/Swing,Completed,1
307,Delhi (Feroz Shah Kotla),2024-04-25,Test,summer,29.88,45.86,1016.68,26.13,33.83,0.0,17.22,33.46,40.3,1018.4,25.89,39.59,0.0,35.45,39.63,0.0,37.08,26.09,Flat/Batting,Completed,1
308,Bengaluru (Chinnaswamy),2024-11-20,ODI,monsoon,17.61,71.14,1009.96,14.38,43.74,0.0,15.24,17.53,60.2,1010.67,15.92,40.74,0.0,21.92,58.17,11.87,40.29,11.51,Humid/Swing,Completed,1
309,Delhi (Feroz Shah Kotla),2023-06-01,ODI,summer,33.28,48.54,1014.34,6.17,51.34,4.88,15.28,35.53,41.82,1014.73,7.6,33.7,0.0,38.71,39.27,1.73,40.7,4.89,Flat/Batting,Completed,1
310,Karachi (National Stadium),2021-11-04,T20,monsoon,27.7,69.65,1025.2,2.59,30.89,0.0,15.53,31.22,63.14,1031.74,6.47,12.4,0.0,33.55,61.36,9.82,45.51,3.36,Humid/Swing,Completed,1
311,The Oval (London),2018-10-09,Test,monsoon,8.28,77.63,1010.56,5.22,51.85,5.5,12.67,9.96,72.23,1006.87,0.15,33.36,0.0,13.15,68.11,49.79,58.33,4.06,Humid/Swing,Abandoned,0
312,MCG (Melbourne),2024-07-17,ODI,winter,11.6,58.82,1012.8,14.28,59.07,0.14,16.34,15.08,48.05,1016.48,12.93,58.31,0.0,16.77,49.91,7.69,61.78,13.59,Flat/Batting,Completed,1
313,Kolkata (Eden Gardens),2020-06-20,Test,summer,30.53,73.39,1005.19,2.39,51.45,32.97,10.01,35.37,63.97,1010.14,2.83,27.4,0.0,36.38,65.45,9.35,57.69,2.21,Humid/Swing,Abandoned,0
314,Lords (London),2023-12-12,ODI,winter,1.74,76.31,1011.76,1.54,60.5,27.33,7.74,3.82,70.4,1007.69,3.94,45.98,0.0,7.37,67.55,41.03,67.71,3.57,Wet/Green,Abandoned,0
315,Lords (London),2018-02-19,T20,winter,4.88,77.27,995.61,2.14,56.45,22.59,9.11,9.87,73.21,995.51,1.18,33.6,0.0,9.9,67.15,26.66,57.27,1.78,Humid/Swing,Abandoned,0
316,Cape Town (Newlands),2024-11-13,ODI,monsoon,14.03,54.74,1008.0,9.94,45.43,0.0,16.29,15.65,39.96,1010.22,5.18,37.82,0.0,18.88,50.73,29.36,43.46,10.11,Flat/Batting,Rain Interrupted,0
317,SCG (Sydney),2015-02-11,T20,summer,22.84,62.95,1014.98,3.66,35.74,2.58,14.78,26.19,62.95,1017.31,1.94,84.29,0.0,28.54,54.36,0.0,49.41,2.03,Flat/Batting,Completed,1
318,Delhi (Feroz Shah Kotla),2015-12-17,Test,winter,6.16,49.11,1022.42,7.76,32.18,1.49,16.68,7.6,42.33,1024.11,8.07,74.47,0.0,11.81,41.27,19.54,40.55,7.54,Flat/Batting,Rain Interrupted,0
319,Cape Town (Newlands),2019-07-23,ODI,winter,14.38,62.85,1015.6,9.31,64.67,3.26,14.85,16.36,61.16,1011.46,8.08,75.64,0.0,18.93,54.32,30.13,63.46,10.5,Flat/Batting,Rain Interrupted,0
320,SCG (Sydney),2023-07-03,Test,winter,14.85,62.84,1012.18,6.57,58.46,11.29,12.23,16.6,60.18,1007.87,6.24,50.6,0.0,20.81,55.24,31.51,66.75,5.42,Flat/Batting,Abandoned,0
321,Cape Town (Newlands),2020-05-04,T20,monsoon,20.28,57.46,1009.64,8.74,57.59,5.56,13.88,24.85,51.26,1011.64,4.2,89.11,2.97,25.5,50.8,20.45,61.96,6.02,Flat/Batting,Rain Interrupted,0
322,Cape Town (Newlands),2020-07-03,ODI,winter,13.08,58.88,1004.99,18.26,63.76,4.39,14.94,16.27,53.0,1008.92,18.2,85.55,0.0,18.95,50.28,12.54,60.91,18.59,Flat/Batting,Rain Interrupted,0
323,Mumbai (Wankhede),2016-01-17,ODI,winter,23.2,78.79,1002.57,5.68,49.7,0.0,12.82,25.47,71.85,1007.54,4.85,38.47,0.0,28.32,71.4,10.36,47.97,6.19,Humid/Swing,Completed,1
324,Delhi (Feroz Shah Kotla),2019-07-15,T20,monsoon,23.29,46.46,1011.03,10.14,33.04,19.56,10.43,25.09,47.41,1011.33,5.28,8.39,0.79,28.38,43.69,12.44,66.91,6.72,Wet/Green,Rain Interrupted,0
325,Delhi (Feroz Shah Kotla),2018-06-08,T20,summer,31.15,51.56,1012.06,37.81,59.43,7.13,13.87,32.23,45.32,1009.79,35.43,56.76,0.0,35.93,41.98,0.0,50.39,36.51,Flat/Batting,Completed,1
326,Karachi (National Stadium),2019-02-20,ODI,winter,13.56,66.48,1008.67,22.71,25.59,16.44,12.44,16.0,55.96,1009.38,22.48,9.68,0.0,18.79,59.37,12.78,37.2,23.05,Wet/Green,Rain Interrupted,0
327,SCG (Sydney),2020-12-14,ODI,summer,19.12,64.46,1021.34,47.83,34.81,0.0,15.88,24.06,63.85,1022.27,50.68,48.56,0.0,24.94,54.34,7.35,34.64,49.9,Flat/Batting,Completed,1
328,The Oval (London),2023-05-14,T20,summer,16.57,76.25,1031.69,1.96,38.13,15.35,11.14,19.01,72.44,1029.4,2.87,64.4,0.0,20.73,71.4,0.0,37.12,1.67,Humid/Swing,Completed,1
329,Lords (London),2018-12-12,T20,winter,-0.13,77.21,1005.75,2.8,53.18,3.48,12.93,1.48,75.03,1012.36,2.19,83.45,0.72,5.75,66.29,33.8,68.93,2.3,Humid/Swing,Rain Interrupted,0
330,MCG (Melbourne),2018-01-14,ODI,summer,20.41,54.31,1021.82,0.26,51.8,0.0,16.24,24.45,56.86,1024.21,0.0,38.73,0.0,26.83,52.3,0.12,29.71,0.96,Flat/Batting,Completed,1
331,Bengaluru (Chinnaswamy),2017-08-02,Test,monsoon,15.78,60.42,1016.49,4.95,45.19,17.19,10.06,18.01,68.75,1013.86,4.2,60.08,0.0,20.6,59.19,0.0,36.56,4.69,Flat/Batting,Completed,1
332,Cape Town (Newlands),2017-02-27,ODI,summer,22.12,58.8,1027.49,1.81,50.95,0.0,16.26,25.82,56.8,1029.85,4.54,34.24,0.0,27.85,48.62,10.24,43.86,1.79,Flat/Batting,Completed,1
333,Chennai (Chepauk),2023-05-01,T20,summer,27.34,74.82,1006.46,34.59,22.17,3.84,13.16,29.94,71.26,1004.2,34.63,20.06,0.0,32.75,64.39,6.23,35.84,36.45,Humid/Swing,Completed,1
334,Cape Town (Newlands),2017-01-28,Test,summer,27.5,54.84,1034.28,6.24,33.94,0.0,16.83,29.48,52.85,1040.66,3.03,17.54,0.0,32.86,49.78,7.57,34.04,8.26,Flat/Batting,Completed,1
335,Delhi (Feroz Shah Kotla),2023-04-14,ODI,summer,30.8,44.94,1024.14,1.68,31.42,0.0,16.76,32.15,46.8,1019.07,0.13,56.67,0.0,35.42,40.1,0.0,43.35,2.96,Flat/Batting,Completed,1
336,Bengaluru (Chinnaswamy),2023-02-15,T20,winter,22.32,65.74,1018.24,27.63,28.42,6.18,13.7,24.59,59.57,1019.1,22.56,18.27,0.0,27.91,57.05,8.18,34.29,25.07,Humid/Swing,Completed,1
337,SCG (Sydney),2021-09-10,ODI,monsoon,17.21,64.47,1014.99,12.24,44.27,1.33,15.77,19.88,63.92,1014.16,18.56,38.3,0.0,23.24,55.25,1.93,43.57,13.73,Flat/Batting,Completed,1
338,Chennai (Chepauk),2024-05-03,Test,summer,27.89,73.71,1000.83,7.48,41.98,0.0,14.74,30.51,69.5,998.71,6.83,48.73,0.0,33.11,66.5,7.06,40.5,6.55,Humid/Swing,Completed,1
339,Bengaluru (Chinnaswamy),2017-07-20,ODI,monsoon,19.09,65.02,1027.29,5.72,45.33,9.83,12.72,20.2,62.28,1025.94,9.22,53.5,0.0,23.46,54.57,0.0,44.31,7.45,Humid/Swing,Delayed Start,1
340,Kolkata (Eden Gardens),2018-05-23,Test,summer,29.46,78.99,1020.51,26.82,43.88,26.0,11.13,32.7,60.88,1016.69,24.48,28.7,0.0,36.12,59.99,0.0,33.67,27.59,Humid/Swing,Rain Interrupted,0
341,Cape Town (Newlands),2020-12-27,Test,summer,24.25,59.38,1026.84,18.49,37.51,0.0,15.58,29.64,48.96,1026.56,18.39,72.16,0.0,30.06,52.6,11.61,46.9,17.27,Flat/Batting,Completed,1
342,Bengaluru (Chinnaswamy),2015-07-06,Test,monsoon,16.04,64.92,1029.79,58.45,26.41,0.0,15.21,18.71,56.05,1033.2,57.04,19.3,0.0,21.98,54.69,0.0,39.24,58.8,Flat/Batting,Completed,1
343,SCG (Sydney),2018-04-11,T20,monsoon,16.49,68.15,1013.68,2.3,28.14,2.16,14.68,17.17,67.47,1015.98,3.38,25.04,0.0,20.8,57.26,0.0,37.15,3.88,Humid/Swing,Completed,1
344,Kolkata (Eden Gardens),2022-02-25,ODI,winter,15.08,72.92,1021.38,2.22,36.51,0.0,14.95,17.9,64.53,1025.4,4.4,34.82,0.0,20.43,63.72,0.47,47.19,2.68,Humid/Swing,Completed,1
345,Chennai (Chepauk),2024-10-14,Test,monsoon,28.38,70.09,1010.18,21.47,75.81,2.62,14.81,29.66,75.6,1007.49,26.09,60.42,0.0,33.05,67.98,9.4,68.41,23.97,Humid/Swing,Completed,1
346,Karachi (National Stadium),2018-03-10,ODI,monsoon,31.51,71.7,1007.04,7.82,30.68,3.22,13.84,35.73,68.06,1002.33,9.13,73.21,0.0,37.07,61.54,0.76,42.93,6.11,Humid/Swing,Completed,1
347,MCG (Melbourne),2019-12-10,ODI,summer,30.22,61.58,1011.78,4.24,31.89,0.0,15.4,35.41,62.5,1011.21,7.3,2.17,0.0,36.4,52.93,11.44,41.34,5.24,Flat/Batting,Completed,1
348,Kolkata (Eden Gardens),2015-07-30,ODI,monsoon,28.03,77.4,1015.36,6.09,66.82,21.61,11.58,33.05,72.93,1018.36,11.58,46.88,13.21,33.82,65.45,31.02,46.22,7.49,Wet/Green,Abandoned,0
349,MCG (Melbourne),2016-04-12,Test,monsoon,13.61,56.6,1010.3,5.27,19.89,0.0,16.21,15.21,43.24,1005.81,9.85,22.64,0.0,19.14,50.97,0.0,32.92,6.35,Flat/Batting,Completed,1
350,The Oval (London),2020-07-07,Test,monsoon,12.28,78.61,1006.7,2.82,44.74,0.0,14.83,15.01,82.54,1003.7,1.44,54.59,0.0,18.45,68.55,0.0,33.88,2.3,Humid/Swing,Completed,1
351,Karachi (National Stadium),2022-01-22,T20,winter,19.38,72.22,999.51,4.16,40.96,0.0,15.14,22.65,69.65,998.81,3.49,52.99,0.0,25.63,61.18,2.85,45.61,2.67,Humid/Swing,Completed,1
352,Mumbai (Wankhede),2016-09-13,Test,monsoon,23.42,79.64,1010.9,1.86,64.76,5.56,11.2,26.91,69.79,1009.41,5.32,50.98,0.0,29.19,69.39,24.54,58.52,2.6,Humid/Swing,Rain Interrupted,0
353,Karachi (National Stadium),2018-05-29,Test,summer,34.05,65.3,1018.4,15.38,35.69,0.0,15.12,38.1,68.25,1018.75,11.21,18.24,13.08,39.62,61.59,15.21,36.22,12.75,Humid/Swing,Completed,1
354,Delhi (Feroz Shah Kotla),2016-04-30,T20,summer,33.35,49.45,1029.34,29.56,43.73,0.0,16.99,36.79,42.29,1026.95,25.8,18.66,0.0,38.36,40.58,6.66,35.21,28.03,Flat/Batting,Completed,1
355,The Oval (London),2021-10-19,T20,monsoon,10.59,78.77,1017.25,3.2,56.73,18.06,11.46,13.62,70.4,1009.24,1.57,52.12,7.85,16.24,69.12,29.29,60.36,1.88,Humid/Swing,Abandoned,0
356,Karachi (National Stadium),2017-07-13,T20,monsoon,25.52,69.24,1025.61,26.75,49.04,18.54,12.58,27.73,65.58,1025.32,26.01,47.92,2.07,31.22,63.21,30.43,59.84,27.88,Humid/Swing,Rain Interrupted,0
357,The Oval (London),2020-01-20,ODI,winter,4.8,77.48,1026.66,7.21,72.01,0.06,14.15,8.81,72.34,1028.16,6.43,65.65,2.61,10.27,69.34,26.23,62.63,8.8,Humid/Swing,Rain Interrupted,0
358,Bengaluru (Chinnaswamy),2024-08-24,T20,monsoon,18.9,67.14,1024.05,4.0,30.63,2.62,14.86,20.99,61.12,1025.62,5.33,12.86,0.0,24.32,55.23,13.83,30.56,3.48,Humid/Swing,Completed,1
359,The Oval (London),2018-06-04,T20,summer,12.97,75.54,1011.2,3.61,55.91,0.68,14.17,15.49,64.4,1011.03,2.02,49.55,0.0,18.68,68.37,0.0,45.26,3.55,Humid/Swing,Completed,1
360,Karachi (National Stadium),2015-09-04,T20,monsoon,30.42,67.67,1018.02,4.41,45.42,0.0,14.8,33.76,66.45,1020.05,2.66,6.11,5.81,35.44,62.19,13.38,44.11,3.6,Humid/Swing,Completed,1
361,Cape Town (Newlands),2016-02-11,Test,summer,21.87,59.6,1006.07,11.17,44.94,0.0,16.02,26.88,47.17,1005.41,10.0,14.31,0.0,28.69,53.18,0.0,43.02,9.82,Flat/Batting,Completed,1
362,Bridgetown (Kensington Oval),2017-05-14,ODI,summer,23.63,85.04,1016.06,5.46,39.27,0.0,13.43,27.67,76.98,1017.25,5.91,18.89,0.0,28.8,73.58,3.1,21.52,6.32,Wet/Green,Completed,1
363,Bridgetown (Kensington Oval),2015-11-29,Test,monsoon,24.1,78.97,1015.82,15.03,47.23,3.47,12.84,27.53,76.69,1014.01,11.43,42.65,3.42,29.93,70.96,47.99,65.06,13.59,Humid/Swing,Abandoned,0
364,Delhi (Feroz Shah Kotla),2016-12-12,T20,winter,9.56,51.19,1015.64,17.11,29.2,0.0,16.37,14.1,37.89,1012.58,12.67,28.51,0.0,15.4,40.74,0.0,42.54,16.21,Flat/Batting,Completed,1
365,Chennai (Chepauk),2016-10-03,Test,monsoon,29.58,74.23,1016.92,11.4,73.26,14.35,10.54,29.41,76.02,1014.81,9.86,31.43,0.0,33.67,68.14,19.5,61.97,12.07,Wet/Green,Rain Interrupted,0
366,The Oval (London),2020-01-20,T20,winter,4.9,77.28,1007.71,18.13,78.93,4.31,12.46,8.87,73.68,1010.27,22.04,37.94,0.0,9.71,67.93,29.05,65.12,20.0,Humid/Swing,Abandoned,0
367,Karachi (National Stadium),2020-04-08,ODI,summer,36.23,69.28,1020.42,3.24,39.3,0.0,14.67,37.98,60.71,1024.32,0.66,16.19,0.0,41.05,60.92,0.0,40.18,1.69,Humid/Swing,Completed,1
368,Mumbai (Wankhede),2017-08-06,ODI,monsoon,25.2,78.6,1010.86,7.42,56.36,4.53,12.81,27.38,73.19,1014.86,8.56,93.74,0.0,30.54,70.88,4.88,65.59,6.56,Humid/Swing,Completed,1
369,Cape Town (Newlands),2018-03-04,T20,monsoon,13.15,62.1,1025.3,23.12,36.05,0.0,16.14,15.8,49.06,1027.94,22.71,20.3,0.0,18.38,50.41,4.0,47.96,23.32,Flat/Batting,Completed,1
370,MCG (Melbourne),2015-10-19,T20,monsoon,11.47,58.51,1002.22,11.52,45.08,0.0,16.79,13.17,51.2,1003.26,9.71,34.23,0.0,16.71,52.17,0.0,40.83,9.46,Flat/Batting,Completed,1
371,Delhi (Feroz Shah Kotla),2017-12-19,T20,winter,10.36,46.36,1025.85,9.39,54.22,8.53,14.48,14.29,46.34,1019.25,12.68,58.11,0.0,15.46,40.04,0.0,33.26,9.77,Flat/Batting,Completed,1
372,Karachi (National Stadium),2022-06-01,Test,summer,37.54,72.24,1020.04,17.43,45.24,0.0,15.46,41.08,60.3,1015.4,16.41,39.31,0.0,43.8,60.78,0.0,45.57,15.99,Humid/Swing,Completed,1
373,The Oval (London),2016-04-15,T20,summer,12.87,80.01,1026.57,9.21,48.07,0.0,13.41,16.52,76.11,1033.07,12.06,34.34,0.0,18.78,69.22,2.74,40.79,9.93,Humid/Swing,Completed,1
374,Delhi (Feroz Shah Kotla),2022-04-06,Test,summer,33.82,46.87,1008.71,8.27,45.23,0.0,17.69,36.28,49.44,1012.0,9.25,28.2,0.0,39.13,42.96,16.73,31.11,6.89,Flat/Batting,Completed,1
375,Bengaluru (Chinnaswamy),2024-04-08,Test,summer,25.79,65.73,1014.31,11.45,29.54,0.0,15.86,29.35,52.61,1019.96,10.56,52.79,4.12,31.19,55.14,11.87,42.13,10.05,Humid/Swing,Completed,1
376,Chennai (Chepauk),2015-09-02,Test,monsoon,29.87,73.46,1005.08,7.91,56.94,10.14,12.6,30.62,70.06,1006.66,7.83,41.03,0.0,35.5,65.87,0.0,33.44,7.7,Humid/Swing,Completed,1
377,Bengaluru (Chinnaswamy),2021-09-03,T20,monsoon,22.83,60.81,1022.29,2.67,57.88,9.1,12.69,26.43,68.0,1019.36,1.97,28.9,0.37,28.62,57.05,7.79,51.94,2.77,Flat/Batting,Rain Interrupted,0
378,Karachi (National Stadium),2018-03-28,ODI,monsoon,29.01,70.1,1007.02,3.44,30.43,0.0,14.34,32.82,62.06,1007.36,2.57,7.17,0.0,34.86,59.77,0.0,45.01,2.24,Humid/Swing,Completed,1
379,Chennai (Chepauk),2020-04-03,T20,summer,29.65,73.39,1014.56,5.96,38.42,0.0,14.55,31.18,60.98,1012.72,6.22,58.36,0.0,35.27,62.71,13.6,45.49,4.96,Humid/Swing,Completed,1
380,Bengaluru (Chinnaswamy),2022-11-06,ODI,monsoon,18.64,64.6,1009.16,1.23,36.34,16.49,11.05,20.72,68.0,1009.31,4.14,17.1,0.0,22.92,58.93,0.0,44.62,2.71,Flat/Batting,Rain Interrupted,0
381,Bengaluru (Chinnaswamy),2020-08-11,T20,monsoon,17.98,67.1,1008.89,5.55,51.42,0.0,14.27,23.29,65.99,1007.43,8.56,47.37,0.0,25.02,55.39,8.12,26.7,5.84,Humid/Swing,Completed,1
382,MCG (Melbourne),2019-11-29,Test,monsoon,10.66,60.09,999.74,17.35,45.77,0.0,15.18,15.62,56.41,1005.78,15.91,55.21,0.0,15.81,51.1,16.91,47.23,17.03,Flat/Batting,Rain Interrupted,0
383,Karachi (National Stadium),2015-06-13,ODI,summer,32.59,67.03,1018.33,11.93,31.73,0.0,14.9,34.53,66.42,1023.53,12.79,70.56,0.0,37.8,62.62,0.0,43.73,10.04,Humid/Swing,Completed,1
384,Cape Town (Newlands),2018-08-13,T20,winter,8.05,61.92,1027.56,40.36,61.84,5.9,13.51,12.49,59.81,1028.0,38.87,35.03,0.0,13.77,51.57,5.77,59.15,42.09,Flat/Batting,Completed,1
385,Bengaluru (Chinnaswamy),2015-04-16,Test,summer,26.85,68.24,1001.04,43.26,28.87,8.08,13.37,29.81,58.72,1002.27,44.81,45.99,0.0,32.53,55.8,4.08,38.96,44.5,Humid/Swing,Completed,1
386,Delhi (Feroz Shah Kotla),2022-07-24,T20,monsoon,31.0,49.18,991.4,1.2,54.68,7.47,13.97,33.52,53.36,989.86,1.56,60.0,0.0,36.92,43.2,13.33,60.0,1.49,Flat/Batting,Rain Interrupted,0
387,Karachi (National Stadium),2015-03-26,T20,monsoon,32.29,69.63,1006.7,0.74,51.2,0.0,15.2,38.24,68.77,1009.78,0.37,46.35,0.0,38.47,58.76,6.82,34.31,1.15,Humid/Swing,Completed,1
388,Bengaluru (Chinnaswamy),2021-06-18,Test,summer,21.8,61.07,1026.04,1.94,63.56,11.89,13.56,28.05,58.13,1026.36,0.0,52.01,0.0,28.12,57.03,53.37,61.91,1.28,Flat/Batting,Abandoned,0
389,Kolkata (Eden Gardens),2020-04-11,T20,summer,30.41,70.8,1013.81,19.39,34.25,0.59,14.61,34.0,74.77,1015.49,14.64,23.6,0.0,36.09,65.83,0.0,36.53,18.32,Humid/Swing,Completed,1
390,Bridgetown (Kensington Oval),2019-12-17,ODI,winter,25.4,78.27,1021.2,8.51,26.84,0.0,13.41,26.31,74.76,1018.19,12.48,31.38,0.0,31.18,74.19,1.88,40.51,9.01,Humid/Swing,Completed,1
391,Kolkata (Eden Gardens),2021-07-25,ODI,monsoon,28.2,73.86,1013.34,4.72,69.5,1.37,14.75,31.82,76.88,1016.33,3.26,91.4,0.0,33.63,67.84,16.46,58.79,6.74,Humid/Swing,Rain Interrupted,0
392,Bridgetown (Kensington Oval),2024-02-18,ODI,winter,26.38,85.95,1016.81,2.0,39.22,0.0,13.27,28.92,76.14,1010.22,2.72,63.56,0.0,30.56,73.05,0.0,53.31,2.34,Wet/Green,Completed,1
393,Chennai (Chepauk),2020-04-09,ODI,summer,28.4,72.59,1004.97,14.38,45.66,0.0,14.3,30.71,69.68,1006.13,10.03,61.08,0.0,32.09,65.63,0.11,41.2,14.07,Humid/Swing,Completed,1
394,The Oval (London),2018-09-27,ODI,monsoon,11.48,79.48,1023.46,26.05,47.56,0.0,13.91,15.43,78.07,1018.69,25.3,14.61,0.0,16.82,68.56,6.69,46.96,25.76,Humid/Swing,Completed,1
395,Bridgetown (Kensington Oval),2016-03-04,Test,monsoon,21.83,80.14,1001.99,0.66,60.15,0.0,14.13,24.68,68.09,1001.26,0.77,21.51,0.0,26.94,73.61,0.0,32.98,1.12,Humid/Swing,Completed,1
